299,2024-03-12,12
300,2024-03-13,7
301,2024-03-14,34
302,2024-03-15,34
303,2024-03-16,16
304,2024-03-17,0
305,2024-03-18,5
306,2024-03-19,22
307,2024-03-20,49
308,2024-03-21,38
309,2024-03-22,26
310,2024-03-23,48
311,2024-03-24,48
312,2024-03-25,26
313,2024-03-26,36
314,2024-03-27,33
315,2024-03-28,27
316,2024-03-29,8
317,2024-03-30,39
318,2024-03-31,19
319,2024-04-01,34
320,2024-04-02,31
321,2024-04-03,41
322,2024-04-04,5
323,2024-04-05,34
324,2024-04-06,8
325,2024-04-07,12
326,2024-04-08,28
327,2024-04-09,7
328,2024-04-10,13
329,2024-04-11,5
330,2024-04-12,21
331,2024-04-13,45
332,2024-04-14,6
333,2024-04-15,6
334,2024-04-16,37
335,2024-04-17,4
336,2024-04-18,4
337,2024-04-19,42
338,2024-04-20,32
339,2024-04-21,21
340,2024-04-22,10
341,2024-04-23,1
342,2024-04-24,26
343,2024-04-25,45
344,2024-04-26,22
345,2024-04-27,44
346,2024-04-28,29
347,2024-04-29,36
348,2024-04-30,19
349,2024-05-01,43
350,2024-05-02,30
351,2024-05-03,42
352,2024-05-04,23
353,2024-05-05,7
354,2024-05-06,11
355,2024-05-07,35
356,2024-05-08,43
357,2024-05-09,46
358,2024-05-10,15
359,2024-05-11,0
360,2024-05-12,8
361,2024-05-13,21
362,2024-05-14,42
363,2024-05-15,42
364,2024-05-16,16
365,2024-05-17,17
366,2024-05-18,48
367,2024-05-19,29
368,2024-05-20,29
369,2024-05-21,21
370,2024-05-22,4
371,2024-05-23,46
372,2024-05-24,21
373,2024-05-25,42
374,2024-05-26,27
375,2024-05-27,2
376,2024-05-28,23
377,2024-05-29,23
378,2024-05-30,30
379,2024-05-31,15
380,2024-06-01,7
381,2024-06-02,20
382,2024-06-03,46
383,2024-06-04,22
384,2024-06-05,0
385,2024-06-06,9
386,2024-06-07,32
387,2024-06-08,34
388,2024-06-09,35
389,2024-06-10,20
390,2024-06-11,42
391,2024-06-12,36
392,2024-06-13,37
393,2024-06-14,12
394,2024-06-15,45
395,2024-06-16,31
396,2024-06-17,39
397,2024-06-18,1
398,2024-06-19,19
399,2024-06-20,42
400,2024-06-21,16
401,2024-06-22,49
402,2024-06-23,22
403,2024-06-24,42
404,2024-06-25,43
405,2024-06-26,21
406,2024-06-27,25
407,2024-06-28,6
408,2024-06-29,4
409,2024-06-30,13
410,2024-07-01,26
411,2024-07-02,30
412,2024-07-03,26
413,2024-07-04,38
414,2024-07-05,0
415,2024-07-06,3
416,2024-07-07,20
417,2024-07-08,2
418,2024-07-09,29
419,2024-07-10,31
420,2024-07-11,4
421,2024-07-12,35
422,2024-07-13,43
423,2024-07-14,39
424,2024-07-15,22
425,2024-07-16,28
426,2024-07-17,39
427,2024-07-18,40
428,2024-07-19,48
429,2024-07-20,39
430,2024-07-21,48
431,2024-07-22,16
432,2024-07-23,39
433,2024-07-24,3
434,2024-07-25,46
435,2024-07-26,11
436,2024-07-27,37
437,2024-07-28,6
438,2024-07-29,29
439,2024-07-30,45
440,2024-07-31,32
441,2024-08-01,24
442,2024-08-02,22
443,2024-08-03,25
444,2024-08-04,29
445,2024-08-05,26
446,2024-08-06,2
447,2024-08-07,40
448,2024-08-08,12
449,2024-08-09,15
450,2024-08-10,45
451,2024-08-11,22
452,2024-08-12,32
453,2024-08-13,7
454,2024-08-14,31
455,2024-08-15,17
456,2024-08-16,13
457,2024-08-17,45
458,2024-08-18,17
459,2024-08-19,12
460,2024-08-20,31
461,2024-08-21,46
462,2024-08-22,22
463,2024-08-23,6
464,2024-08-24,16
465,2024-08-25,44
466,2024-08-26,3
467,2024-08-27,6
468,2024-08-28,28
469,2024-08-29,43
470,2024-08-30,4
471,2024-08-31,30
472,2024-09-01,11
473,2024-09-02,3
474,2024-09-03,4
475,2024-09-04,48
476,2024-09-05,28
477,2024-09-06,22
478,2024-09-07,46
479,2024-09-08,35
480,2024-09-09,1
481,2024-09-10,19
482,2024-09-11,3
483,2024-09-12,14
484,2024-09-13,47
485,2024-09-14,4
486,2024-09-15,36
487,2024-09-16,41
488,2024-09-17,26
489,2024-09-18,38
490,2024-09-19,26
491,2024-09-20,32
492,2024-09-21,2
493,2024-09-22,19
494,2024-09-23,35
495,2024-09-24,32
496,2024-09-25,32
497,2024-09-26,36
498,2024-09-27,35
499,2024-09-28,12
500,2024-09-29,44
501,2024-09-30,11
502,2024-10-01,18
503,2024-10-02,26
504,2024-10-03,26
505,2024-10-04,12
506,2024-10-05,16
507,2024-10-06,30
508,2024-10-07,9
509,2024-10-08,18
510,2024-10-09,30
511,2024-10-10,22
512,2024-10-11,31
513,2024-10-12,8
514,2024-10-13,8
515,2024-10-14,18
516,2024-10-15,15
517,2024-10-16,5
518,2024-10-17,49
519,2024-10-18,29
520,2024-10-19,10
521,2024-10-20,14
522,2024-10-21,6
523,2024-10-22,15
524,2024-10-23,25
525,2024-10-24,41
526,2024-10-25,6
527,2024-10-26,15
528,2024-10-27,29
529,2024-10-28,36
530,2024-10-29,14
531,2024-10-30,38
532,2024-10-31,18
533,2024-11-01,32
534,2024-11-02,37
535,2024-11-03,44
536,2024-11-04,16
537,2024-11-05,12
538,2024-11-06,1
539,2024-11-07,35
540,2024-11-08,11
541,2024-11-09,33
542,2024-11-10,31
543,2024-11-11,13
544,2024-11-12,15
545,2024-11-13,37
546,2024-11-14,15
547,2024-11-15,42
548,2024-11-16,1
549,2024-11-17,18
550,2024-11-18,29
551,2024-11-19,1
552,2024-11-20,13
553,2024-11-21,3
554,2024-11-22,30
555,2024-11-23,10
556,2024-11-24,0
557,2024-11-25,6
558,2024-11-26,19
559,2024-11-27,38
560,2024-11-28,3
561,2024-11-29,38
562,2024-11-30,15
563,2024-12-01,23
564,2024-12-02,49
565,2024-12-03,44
566,2024-12-04,42
567,2024-12-05,49
568,2024-12-06,47
569,2024-12-07,18
570,2024-12-08,6
571,2024-12-09,12
572,2024-12-10,16
573,2024-12-11,33
574,2024-12-12,48
575,2024-12-13,12
576,2024-12-14,37
577,2024-12-15,30
578,2024-12-16,14
579,2024-12-17,9
580,2024-12-18,33
581,2024-12-19,10
582,2024-12-20,23
583,2024-12-21,37
584,2024-12-22,18
585,2024-12-23,21
586,2024-12-24,20
587,2024-12-25,14
588,2024-12-26,5
589,2024-12-27,3
590,2024-12-28,16
591,2024-12-29,5
592,2024-12-30,17
593,2024-12-31,37
594,2025-01-01,3
595,2025-01-02,4
596,2025-01-03,28
597,2025-01-04,43
598,2025-01-05,6
599,2025-01-06,33
600,2025-01-07,5
601,2025-01-08,13
602,2025-01-09,44
603,2025-01-10,25
604,2025-01-11,4
605,2025-01-12,27
606,2025-01-13,10
607,2025-01-14,32
608,2025-01-15,17
609,2025-01-16,46
610,2025-01-17,24
611,2025-01-18,27
612,2025-01-19,37
613,2025-01-20,2
614,2025-01-21,1
615,2025-01-22,6
616,2025-01-23,36
617,2025-01-24,36
618,2025-01-25,15
619,2025-01-26,49
620,2025-01-27,15
621,2025-01-28,11
622,2025-01-29,15
623,2025-01-30,23
624,2025-01-31,22
625,2025-02-01,0
626,2025-02-02,35
627,2025-02-03,42
628,2025-02-04,29
629,2025-02-05,26
630,2025-02-06,32
631,2025-02-07,39
632,2025-02-08,43
633,2025-02-09,21
634,2025-02-10,26
635,2025-02-11,27
636,2025-02-12,22
637,2025-02-13,19
638,2025-02-14,40
639,2025-02-15,35
640,2025-02-16,0
641,2025-02-17,6
642,2025-02-18,42
643,2025-02-19,25
644,2025-02-20,34
645,2025-02-21,23
646,2025-02-22,0
647,2025-02-23,3
648,2025-02-24,19
649,2025-02-25,0
650,2025-02-26,6
651,2025-02-27,49
652,2025-02-28,17
653,2025-03-01,11
654,2025-03-02,29
655,2025-03-03,43
656,2025-03-04,0
657,2025-03-05,2
658,2025-03-06,23
659,2025-03-07,21
660,2025-03-08,7
661,2025-03-09,8
662,2025-03-10,4
663,2025-03-11,13
664,2025-03-12,4
665,2025-03-13,48
666,2025-03-14,49
667,2025-03-15,10
668,2025-03-16,9
669,2025-03-17,20
670,2025-03-18,37
671,2025-03-19,24
672,2025-03-20,40
673,2025-03-21,38
674,2025-03-22,23
675,2025-03-23,2
676,2025-03-24,43
677,2025-03-25,31
678,2025-03-26,31
679,2025-03-27,49
680,2025-03-28,29
681,2025-03-29,48
682,2025-03-30,34
683,2025-03-31,18
684,2025-04-01,49
685,2025-04-02,2
686,2025-04-03,2
687,2025-04-04,13
688,2025-04-05,8
689,2025-04-06,24
690,2025-04-07,5
691,2025-04-08,49
692,2025-04-09,13
693,2025-04-10,47
694,2025-04-11,4
695,2025-04-12,6
696,2025-04-13,39
697,2025-04-14,33
698,2025-04-15,49
699,2025-04-16,14
700,2025-04-17,38
701,2025-04-18,28
702,2025-04-19,17
703,2025-04-20,7
704,2025-04-21,11
705,2025-04-22,31
706,2025-04-23,2
707,2025-04-24,42
708,2025-04-25,2
709,2025-04-26,40
710,2025-04-27,1
711,2025-04-28,5
712,2025-04-29,20
713,2025-04-30,2
714,2025-05-01,49
715,2025-05-02,38
716,2025-05-03,47
717,2025-05-04,42
718,2025-05-05,8
719,2025-05-06,44
720,2025-05-07,40
721,2025-05-08,16
722,2025-05-09,37
723,2025-05-10,26
724,2025-05-11,19
725,2025-05-12,27
726,2025-05-13,34
727,2025-05-14,42
728,2025-05-15,4
729,2025-05-16,12
730,2025-05-17,20
731,2025-05-18,48
732,2025-05-19,23
733,2025-05-20,19
734,2025-05-21,16
735,2025-05-22,19
736,2025-05-23,24
737,2025-05-24,49
738,2025-05-25,42
739,2025-05-26,33
740,2025-05-27,2
741,2025-05-28,18
742,2025-05-29,45
743,2025-05-30,44
744,2025-05-31,37
745,2025-06-01,43
746,2025-06-02,31
747,2025-06-03,0
748,2025-06-04,6
749,2025-06-05,39
750,2025-06-06,16
751,2025-06-07,38
752,2025-06-08,5
753,2025-06-09,14
754,2025-06-10,42
755,2025-06-11,26
756,2025-06-12,5
757,2025-06-13,11
758,2025-06-14,10
759,2025-06-15,6
760,2025-06-16,11
761,2025-06-17,42
762,2025-06-18,39
763,2025-06-19,19
764,2025-06-20,32
765,2025-06-21,0
766,2025-06-22,11
767,2025-06-23,3
768,2025-06-24,5
769,2025-06-25,12
770,2025-06-26,40
771,2025-06-27,5
772,2025-06-28,27
773,2025-06-29,39
774,2025-06-30,21
775,2025-07-01,45
776,2025-07-02,23
777,2025-07-03,40
778,2025-07-04,27
779,2025-07-05,40
780,2025-07-06,0
781,2025-07-07,12
782,2025-07-08,5
783,2025-07-09,32
784,2025-07-10,10
785,2025-07-11,34
786,2025-07-12,20
787,2025-07-13,36
788,2025-07-14,14
789,2025-07-15,3
790,2025-07-16,11
791,2025-07-17,32
792,2025-07-18,41
793,2025-07-19,44
794,2025-07-20,7
795,2025-07-21,32
796,2025-07-22,19
797,2025-07-23,22
798,2025-07-24,48
799,2025-07-25,13
800,2025-07-26,43
801,2025-07-27,41
802,2025-07-28,46
803,2025-07-29,31
804,2025-07-30,16
805,2025-07-31,5
806,2025-08-01,18
807,2025-08-02,37
808,2025-08-03,41
809,2025-08-04,1
810,2025-08-05,45
811,2025-08-06,47
812,2025-08-07,21
813,2025-08-08,15
814,2025-08-09,9
815,2025-08-10,46
816,2025-08-11,11
817,2025-08-12,13
818,2025-08-13,26
819,2025-08-14,15
820,2025-08-15,11
821,2025-08-16,20
822,2025-08-17,42
823,2025-08-18,11
824,2025-08-19,21
825,2025-08-20,49
826,2025-08-21,3
827,2025-08-22,48
828,2025-08-23,12
829,2025-08-24,8
830,2025-08-25,32
831,2025-08-26,17
832,2025-08-27,39
833,2025-08-28,5
834,2025-08-29,40
835,2025-08-30,36
836,2025-08-31,32
837,2025-09-01,22
838,2025-09-02,29
839,2025-09-03,18
840,2025-09-04,8
841,2025-09-05,25
842,2025-09-06,13
843,2025-09-07,20
844,2025-09-08,24
845,2025-09-09,15
846,2025-09-10,10
847,2025-09-11,5
848,2025-09-12,24
849,2025-09-13,22
850,2025-09-14,8
851,2025-09-15,11
852,2025-09-16,12
853,2025-09-17,34
854,2025-09-18,14
855,2025-09-19,13
856,2025-09-20,16
857,2025-09-21,16
858,2025-09-22,1
859,2025-09-23,2
860,2025-09-24,19
861,2025-09-25,47
862,2025-09-26,37
863,2025-09-27,27
864,2025-09-28,31
865,2025-09-29,47
866,2025-09-30,35
867,2025-10-01,22
868,2025-10-02,38
869,2025-10-03,49
870,2025-10-04,30
871,2025-10-05,24
872,2025-10-06,39
873,2025-10-07,23
874,2025-10-08,5
875,2025-10-09,2
876,2025-10-10,38
877,2025-10-11,45
878,2025-10-12,48
879,2025-10-13,13
880,2025-10-14,2
881,2025-10-15,42
882,2025-10-16,2
883,2025-10-17,39
884,2025-10-18,18
885,2025-10-19,17
886,2025-10-20,30
887,2025-10-21,17
888,2025-10-22,33
889,2025-10-23,6
890,2025-10-24,45
891,2025-10-25,39
892,2025-10-26,47
893,2025-10-27,43
894,2025-10-28,18
895,2025-10-29,27
896,2025-10-30,18
897,2025-10-31,5
898,2025-11-01,23
899,2025-11-02,2
900,2025-11-03,2
901,2025-11-04,1
902,2025-11-05,27
903,2025-11-06,24
904,2025-11-07,6
905,2025-11-08,3
906,2025-11-09,23
907,2025-11-10,13
908,2025-11-11,39
909,2025-11-12,9
910,2025-11-13,1
911,2025-11-14,49
912,2025-11-15,16
913,2025-11-16,44
914,2025-11-17,1
915,2025-11-18,24
916,2025-11-19,23
917,2025-11-20,4
918,2025-11-21,39
919,2025-11-22,3
920,2025-11-23,30
921,2025-11-24,23
922,2025-11-25,40
923,2025-11-26,8
924,2025-11-27,24
925,2025-11-28,29
926,2025-11-29,42
927,2025-11-30,25
928,2025-12-01,8
929,2025-12-02,9
930,2025-12-03,2
931,2025-12-04,3
932,2025-12-05,43
933,2025-12-06,15
934,2025-12-07,13
935,2025-12-08,13
936,2025-12-09,14
937,2025-12-10,13
938,2025-12-11,40
939,2025-12-12,9
940,2025-12-13,33
941,2025-12-14,5
942,2025-12-15,15
943,2025-12-16,15
944,2025-12-17,10
945,2025-12-18,42
946,2025-12-19,27
947,2025-12-20,9
948,2025-12-21,18
949,2025-12-22,21
950,2025-12-23,47
951,2025-12-24,13
952,2025-12-25,0
953,2025-12-26,9
954,2025-12-27,10
955,2025-12-28,21
956,2025-12-29,48
957,2025-12-30,2
958,2025-12-31,34
959,2026-01-01,10
960,2026-01-02,21
961,2026-01-03,33
962,2026-01-04,2
963,2026-01-05,26
964,2026-01-06,9
965,2026-01-07,38
966,2026-01-08,41
967,2026-01-09,31
968,2026-01-10,26
969,2026-01-11,49
970,2026-01-12,19
971,2026-01-13,40
972,2026-01-14,8
973,2026-01-15,9
974,2026-01-16,3
975,2026-01-17,4
976,2026-01-18,11
977,2026-01-19,0
978,2026-01-20,17
979,2026-01-21,20
980,2026-01-22,26
981,2026-01-23,18
982,2026-01-24,47
983,2026-01-25,15
984,2026-01-26,5
985,2026-01-27,19
986,2026-01-28,9
987,2026-01-29,25
988,2026-01-30,37
989,2026-01-31,3
990,2026-02-01,25
991,2026-02-02,26
992,2026-02-03,8
993,2026-02-04,14
994,2026-02-05,30
995,2026-02-06,16
996,2026-02-07,6
997,2026-02-08,12
998,2026-02-09,3
999,2026-02-10,36
1000,2026-02-11,17
1001,2026-02-12,23
1002,2026-02-13,24
1003,2026-02-14,31
1004,2026-02-15,41
1005,2026-02-16,21
1006,2026-02-17,8
1007,2026-02-18,33
1008,2026-02-19,1
1009,2026-02-20,9
1010,2026-02-21,25
1011,2026-02-22,45
1012,2026-02-23,34
1013,2026-02-24,20
1014,2026-02-25,7
1015,2026-02-26,40
1016,2026-02-27,32
1017,2026-02-28,34
1018,2026-03-01,47
1019,2026-03-02,33
1020,2026-03-03,44
1021,2026-03-04,31
1022,2026-03-05,27
1023,2026-03-06,7
1024,2026-03-07,31
1025,2026-03-08,29
1026,2026-03-09,30
1027,2026-03-10,3
1028,2026-03-11,41
1029,2026-03-12,37
1030,2026-03-13,30
1031,2026-03-14,42
1032,2026-03-15,30
1033,2026-03-16,1
1034,2026-03-17,14
1035,2026-03-18,19
1036,2026-03-19,22
1037,2026-03-20,24
1038,2026-03-21,29
1039,2026-03-22,25
1040,2026-03-23,6
1041,2026-03-24,18
1042,2026-03-25,37
1043,2026-03-26,30
1044,2026-03-27,47
1045,2026-03-28,41
1046,2026-03-29,21
1047,2026-03-30,23
1048,2026-03-31,9
1049,2026-04-01,10
1050,2026-04-02,39
1051,2026-04-03,19
1052,2026-04-04,41
1053,2026-04-05,48
1054,2026-04-06,5
1055,2026-04-07,21
1056,2026-04-08,4
1057,2026-04-09,38
1058,2026-04-10,44
1059,2026-04-11,0
1060,2026-04-12,32
1061,2026-04-13,33
1062,2026-04-14,45
1063,2026-04-15,19
1064,2026-04-16,44
1065,2026-04-17,40
1066,2026-04-18,31
1067,2026-04-19,7
1068,2026-04-20,38
1069,2026-04-21,7
1070,2026-04-22,49
1071,2026-04-23,22
1072,2026-04-24,46
1073,2026-04-25,36
1074,2026-04-26,39
1075,2026-04-27,33
1076,2026-04-28,49
1077,2026-04-29,7
1078,2026-04-30,21
1079,2026-05-01,10
1080,2026-05-02,28
1081,2026-05-03,24
1082,2026-05-04,0
1083,2026-05-05,32
1084,2026-05-06,5
1085,2026-05-07,13
1086,2026-05-08,26
1087,2026-05-09,35
1088,2026-05-10,5
1089,2026-05-11,38
1090,2026-05-12,3
1091,2026-05-13,14
1092,2026-05-14,24
1093,2026-05-15,28
1094,2026-05-16,36
1095,2026-05-17,7
1096,2026-05-18,13
1097,2026-05-19,4
1098,2026-05-20,17
1099,2026-05-21,28
1100,2026-05-22,21
1101,2026-05-23,46
1102,2026-05-24,41
1103,2026-05-25,46
1104,2026-05-26,45
1105,2026-05-27,40
1106,2026-05-28,13
1107,2026-05-29,40
1108,2026-05-30,33
1109,2026-05-31,43
1110,2026-06-01,10
1111,2026-06-02,29
1112,2026-06-03,39
1113,2026-06-04,40
1114,2026-06-05,15
1115,2026-06-06,8
1116,2026-06-07,26
1117,2026-06-08,20
1118,2026-06-09,9
1119,2026-06-10,32
1120,2026-06-11,36
1121,2026-06-12,31
1122,2026-06-13,13
1123,2026-06-14,18
1124,2026-06-15,27
1125,2026-06-16,45
1126,2026-06-17,39
1127,2026-06-18,40
1128,2026-06-19,9
1129,2026-06-20,25
1130,2026-06-21,33
1131,2026-06-22,23
1132,2026-06-23,9
1133,2026-06-24,5
1134,2026-06-25,26
1135,2026-06-26,28
1136,2026-06-27,5
1137,2026-06-28,1
1138,2026-06-29,30
1139,2026-06-30,45
1140,2026-07-01,33
1141,2026-07-02,22
1142,2026-07-03,44
1143,2026-07-04,18
1144,2026-07-05,0
1145,2026-07-06,34
1146,2026-07-07,16
1147,2026-07-08,13
1148,2026-07-09,22
1149,2026-07-10,4
1150,2026-07-11,44
1151,2026-07-12,1
1152,2026-07-13,9
1153,2026-07-14,0
1154,2026-07-15,14
1155,2026-07-16,40
1156,2026-07-17,2
1157,2026-07-18,10
1158,2026-07-19,34
1159,2026-07-20,36
1160,2026-07-21,29
1161,2026-07-22,44
1162,2026-07-23,43
1163,2026-07-24,26
1164,2026-07-25,19
1165,2026-07-26,41
1166,2026-07-27,46
1167,2026-07-28,48
1168,2026-07-29,45
1169,2026-07-30,15
1170,2026-07-31,17
1171,2026-08-01,48
1172,2026-08-02,31
1173,2026-08-03,30
1174,2026-08-04,38
1175,2026-08-05,24
1176,2026-08-06,43
1177,2026-08-07,33
1178,2026-08-08,21
1179,2026-08-09,28
1180,2026-08-10,17
1181,2026-08-11,0
1182,2026-08-12,23
1183,2026-08-13,31
1184,2026-08-14,36
1185,2026-08-15,6
1186,2026-08-16,1
1187,2026-08-17,10
1188,2026-08-18,28
1189,2026-08-19,24
1190,2026-08-20,49
1191,2026-08-21,45
1192,2026-08-22,21
1193,2026-08-23,0
1194,2026-08-24,8
1195,2026-08-25,23
1196,2026-08-26,31
1197,2026-08-27,26
1198,2026-08-28,2
1199,2026-08-29,43
1200,2026-08-30,48
1201,2026-08-31,7
1202,2026-09-01,31
1203,2026-09-02,0
1204,2026-09-03,15
1205,2026-09-04,37
1206,2026-09-05,29
1207,2026-09-06,5
1208,2026-09-07,1
1209,2026-09-08,16
1210,2026-09-09,42
1211,2026-09-10,19
1212,2026-09-11,34
1213,2026-09-12,26
1214,2026-09-13,29
1215,2026-09-14,20
1216,2026-09-15,37
1217,2026-09-16,38
1218,2026-09-17,0
1219,2026-09-18,23
1220,2026-09-19,13
1221,2026-09-20,39
1222,2026-09-21,35
1223,2026-09-22,15
1224,2026-09-23,13
1225,2026-09-24,41
1226,2026-09-25,4
1227,2026-09-26,9
1228,2026-09-27,37
1229,2026-09-28,34
1230,2026-09-29,0
1231,2026-09-30,19
1232,2026-10-01,24
1233,2026-10-02,34
1234,2026-10-03,43
1235,2026-10-04,33
1236,2026-10-05,11
1237,2026-10-06,38
1238,2026-10-07,1
1239,2026-10-08,2
1240,2026-10-09,47
1241,2026-10-10,29
1242,2026-10-11,45
1243,2026-10-12,46
1244,2026-10-13,48
1245,2026-10-14,23
1246,2026-10-15,45
1247,2026-10-16,1
1248,2026-10-17,6
1249,2026-10-18,31
